cpg,gene,chromosome,f_type
cg23950756,Intergenic,chr14,N_Shelf
cg23952578,Intergenic,chr1,S_Shore
cg23953592,Intergenic,chr1,N_Shelf
cg23954268,Intergenic,chr5,Island
cg23954465,Intergenic,chr10,Island
cg23954968,Intergenic,chr11,Island
cg23957724,Intergenic,chr1,Open_Sea
cg23958464,Intergenic,chr1,Open_Sea
cg23958600,Intergenic,chr14,Open_Sea
cg23958704,Intergenic,chr8,Island
cg23959221,Intergenic,chr8,Open_Sea
cg23959798,Intergenic,chr1,Open_Sea
cg23960736,Intergenic,chr1,Open_Sea
cg23962746,Intergenic,chr1,Open_Sea
cg23962872,Intergenic,chr8,N_Shore
cg23967544,Intergenic,chr5,Island
cg23968286,Intergenic,chr17,Open_Sea
cg23971110,Intergenic,chr6,Island
cg23971160,Intergenic,chr8,S_Shelf
cg23973034,Intergenic,chr20,S_Shelf
cg23973972,Intergenic,chr18,Open_Sea
cg23975425,Intergenic,chr5,Open_Sea
cg23975840,Intergenic,chr12,Open_Sea
cg23976431,Intergenic,chr11,Open_Sea
cg23980176,Intergenic,chr12,Open_Sea
cg23981172,Intergenic,chr14,S_Shore
cg23981702,Intergenic,chr1,Open_Sea
cg23982574,Intergenic,chr12,S_Shelf
cg23983106,Intergenic,chr17,Open_Sea
cg23986375,Intergenic,chr8,Island
cg23987198,Intergenic,chrX,S_Shelf
cg23988801,Intergenic,chr5,Open_Sea
cg23989119,Intergenic,chr6,N_Shore
cg23994061,Intergenic,chr2,Open_Sea
cg23995143,Intergenic,chr10,Open_Sea
cg23997508,Intergenic,*,Open_Sea
cg23998478,Intergenic,chr2,Open_Sea
cg24000657,Intergenic,chr10,S_Shelf
cg24003832,Intergenic,chr6,Open_Sea
cg24004327,Intergenic,chr4,Open_Sea
cg24004449,Intergenic,*,Open_Sea
cg24006770,Intergenic,chr1,Open_Sea
cg24007800,Intergenic,chr17,Open_Sea
cg24017995,Intergenic,chr14,Open_Sea
cg24018174,Intergenic,chr21,Open_Sea
cg24019599,Intergenic,chr5,N_Shore
cg24020452,Intergenic,chr8,Open_Sea
cg24024056,Intergenic,chr10,Island
cg24026690,Intergenic,chr18,S_Shelf
cg24027477,Intergenic,chr8,Open_Sea
cg24028260,Intergenic,chr6,Open_Sea
cg24029426,Intergenic,chr4,Open_Sea
cg24032249,Intergenic,chr11,N_Shore
cg24032710,Intergenic,chr14,Open_Sea
cg24033742,Intergenic,chr1,Open_Sea
cg24035245,Intergenic,chr1,Island
cg24035745,Intergenic,chr1,Open_Sea
cg24039081,Intergenic,chr3,Open_Sea
cg24039870,Intergenic,chr5,Open_Sea
cg24041882,Intergenic,chr19,S_Shelf
cg24041917,Intergenic,chr1,Island
cg24042923,Intergenic,chr1,Open_Sea
cg24043916,Intergenic,chr1,N_Shore
cg24045357,Intergenic,chr2,Open_Sea
cg24045841,Intergenic,chr14,Island
cg24051276,Intergenic,chr8,Island
cg24051487,Intergenic,chr20,S_Shelf
cg24052359,Intergenic,chr7,Island
cg24053165,Intergenic,chr10,N_Shore
cg24055703,Intergenic,chr20,S_Shelf
cg24056153,Intergenic,chr14,N_Shelf
cg24057107,Intergenic,chr7,Open_Sea
cg24057775,Intergenic,chr1,Open_Sea
cg24061125,Intergenic,chr14,Open_Sea
cg24064266,Intergenic,chr13,S_Shore
cg24067118,Intergenic,chr10,N_Shore
cg24068126,Intergenic,chr2,N_Shelf
cg24068815,Intergenic,chr14,Open_Sea
cg24069479,Intergenic,chr1,Open_Sea
cg24070990,Intergenic,chr1,S_Shore
cg24073042,Intergenic,chr2,Open_Sea
cg24075760,Intergenic,chr13,S_Shore
cg24076348,Intergenic,chr10,Open_Sea
cg24080008,Intergenic,chr1,Open_Sea
cg24080571,Intergenic,chr10,Open_Sea
cg24080902,Intergenic,chr18,S_Shelf
cg24081688,Intergenic,chr1,Island
cg24082037,Intergenic,chr10,Open_Sea
cg24083294,Intergenic,chr17,S_Shore
cg24084564,Intergenic,chr19,N_Shore
cg24085232,Intergenic,chr5,Open_Sea
cg24086268,Intergenic,chr2,Open_Sea
cg24088250,Intergenic,chr17,Island
cg24091498,Intergenic,*,Open_Sea
cg24092282,Intergenic,chr14,N_Shore
cg24092773,Intergenic,chr14,N_Shelf
cg24098008,Intergenic,chr10,S_Shelf
cg24099067,Intergenic,chr6,Open_Sea
cg24102792,Intergenic,chr13,N_Shelf
cg24104268,Intergenic,chr6,Island
cg24105448,Intergenic,chr2,Open_Sea
cg24105457,Intergenic,chr2,Open_Sea
cg24111796,Intergenic,chr5,S_Shore
cg24120683,Intergenic,chr7,Island
cg24122068,Intergenic,chr3,N_Shelf
cg24125861,Intergenic,chr4,Open_Sea
cg24126768,Intergenic,chr17,Open_Sea
cg24126847,Intergenic,chr14,N_Shore
cg24126888,Intergenic,*,Open_Sea
cg24127719,Intergenic,chr21,Island
cg24132129,Intergenic,chr17,N_Shelf
cg24134504,Intergenic,chr18,Island
cg24135293,Intergenic,chr15,Open_Sea
cg24136690,Intergenic,chr10,Open_Sea
cg24137543,Intergenic,chr5,S_Shore
cg24137863,Intergenic,chr11,Open_Sea
cg24138867,Intergenic,chr14,Open_Sea
cg24142735,Intergenic,chr11,N_Shelf
cg24144853,Intergenic,chr3,Open_Sea
cg24145118,Intergenic,chr10,Open_Sea
cg24146331,Intergenic,chr10,Island
cg24148085,Intergenic,chr3,Island
cg24148287,Intergenic,chr8,S_Shore
cg24148361,Intergenic,chr17,Open_Sea
cg24150032,Intergenic,chr10,Island
cg24150662,Intergenic,chr1,Open_Sea
cg24151207,Intergenic,chr6,S_Shore
cg24152251,Intergenic,chr2,N_Shelf
cg24152264,Intergenic,chr1,Open_Sea
cg24153813,Intergenic,chr14,Open_Sea
cg24154631,Intergenic,chr2,Open_Sea
cg24155384,Intergenic,chr7,Island
cg24155427,Intergenic,chr1,N_Shelf
cg24155961,Intergenic,chr2,Open_Sea
cg24156796,Intergenic,chr12,Island
cg24156832,Intergenic,chrX,N_Shelf
cg24158259,Intergenic,chr11,Open_Sea
cg24159253,Intergenic,chr17,Open_Sea
cg24159636,Intergenic,chr6,Open_Sea
cg24160421,Intergenic,chr8,N_Shore
cg24160823,Intergenic,chr10,Open_Sea
cg24164564,Intergenic,chr8,N_Shelf
cg24164996,Intergenic,chr2,Open_Sea
cg24169486,Intergenic,chr13,Open_Sea
cg24172772,Intergenic,chr18,S_Shelf
cg24174020,Intergenic,chr11,S_Shelf
cg24176601,Intergenic,chr10,Open_Sea
cg24176680,Intergenic,*,Open_Sea
cg24179719,Intergenic,chr15,Open_Sea
cg24181771,Intergenic,chr6,Open_Sea
cg24184636,Intergenic,chr8,N_Shore
cg24186249,Intergenic,chr17,S_Shelf
cg24191287,Intergenic,chr2,S_Shelf
cg24192505,Intergenic,chr6,Open_Sea
cg24193456,Intergenic,chr2,S_Shore
cg24194279,Intergenic,chr2,Open_Sea
cg24194370,Intergenic,chr5,Open_Sea
cg24198944,Intergenic,chr7,Open_Sea
cg24202381,Intergenic,chr5,Island
cg24202448,Intergenic,chr10,Open_Sea
cg24202916,Intergenic,chr20,Open_Sea
cg24203741,Intergenic,chr6,Island
cg24205414,Intergenic,chr2,Open_Sea
cg24206537,Intergenic,chr15,Open_Sea
cg24210523,Intergenic,chr17,S_Shore
cg24211304,Intergenic,chr12,Open_Sea
cg24211976,Intergenic,chr15,N_Shore
cg24213719,Intergenic,chr18,Island
cg24217567,Intergenic,chr2,S_Shore
cg24219966,Intergenic,chr2,Open_Sea
cg24220279,Intergenic,chr10,Island
cg24222194,Intergenic,*,Open_Sea
cg24224304,Intergenic,chr15,Island
cg24227397,Intergenic,chr22,S_Shelf
cg24227481,Intergenic,chr7,Open_Sea
cg24231854,Intergenic,chr2,Open_Sea
cg24232083,Intergenic,chr7,Open_Sea
cg24243753,Intergenic,chr6,Open_Sea
cg24244500,Intergenic,chr13,N_Shore
cg24246472,Intergenic,chr22,S_Shore
cg24247565,Intergenic,chr7,S_Shelf
cg24249450,Intergenic,chr7,Open_Sea
cg24250684,Intergenic,chr1,Open_Sea
cg24252695,Intergenic,chr1,Island
cg24255032,Intergenic,chr4,Open_Sea
cg24255089,Intergenic,chr3,S_Shore
cg24255209,Intergenic,chr11,Open_Sea
cg24258154,Intergenic,chrX,Open_Sea
cg24258529,Intergenic,chr4,Island
cg24260882,Intergenic,chr11,S_Shelf
cg24264382,Intergenic,chr10,S_Shelf
cg24265076,Intergenic,chr10,Open_Sea
cg24269074,Intergenic,chr2,Island
cg24277586,Intergenic,chr3,Open_Sea
cg24277733,Intergenic,chr4,Open_Sea
cg24278841,Intergenic,chr17,N_Shore
cg24282479,Intergenic,chr6,Open_Sea
cg24284640,Intergenic,chr10,Open_Sea
cg24286765,Intergenic,chr3,Open_Sea
cg24292703,Intergenic,chr14,Island
cg24292761,Intergenic,chr6,Island
cg24293145,Intergenic,chr13,Island
cg24296187,Intergenic,chr1,Open_Sea
cg24298026,Intergenic,chr6,Open_Sea
cg24298578,Intergenic,chr6,Open_Sea
cg24300845,Intergenic,chr12,Open_Sea
cg24301038,Intergenic,chr18,S_Shore
cg24302127,Intergenic,chr1,Open_Sea
cg24302683,Intergenic,chr2,Open_Sea
cg24306397,Intergenic,chr7,Open_Sea
cg24306982,Intergenic,chr1,Island
cg24307102,Intergenic,chr6,Open_Sea
cg24311236,Intergenic,chr1,Open_Sea
cg24311643,Intergenic,chr1,N_Shelf
cg24312063,Intergenic,chr19,Island
cg24312283,Intergenic,chr9,N_Shore
cg24312874,Intergenic,chr1,Open_Sea
cg24315508,Intergenic,chr3,Open_Sea
cg24317217,Intergenic,chr3,Open_Sea
cg24322366,Intergenic,*,Open_Sea
cg24324584,Intergenic,chr10,Open_Sea
cg24324738,Intergenic,*,Open_Sea
cg24328125,Intergenic,chr12,Island
cg24328774,Intergenic,chr6,Open_Sea
cg24331598,Intergenic,chr10,Island
cg24331722,Intergenic,chr8,Open_Sea
cg24333798,Intergenic,chr8,N_Shore
cg24334045,Intergenic,chr22,N_Shore
cg24335310,Intergenic,chr4,Open_Sea
cg24335620,Intergenic,*,Open_Sea
cg24336989,Intergenic,chr6,S_Shore
cg24337273,Intergenic,chr6,S_Shelf
cg24338491,Intergenic,chr12,Open_Sea
cg24340655,Intergenic,chr1,Open_Sea
cg24341028,Intergenic,chr12,Open_Sea
cg24341657,Intergenic,chr4,N_Shelf
cg24343430,Intergenic,chr8,Open_Sea
cg24343594,Intergenic,chr13,N_Shore
cg24344693,Intergenic,chr10,Open_Sea
cg24346629,Intergenic,chr3,Island
cg24347994,Intergenic,chr1,Island
cg24349610,Intergenic,chr10,Open_Sea
cg24351427,Intergenic,chr1,Open_Sea
cg24355907,Intergenic,chr6,S_Shore
cg24357770,Intergenic,*,Open_Sea
cg24358395,Intergenic,chr4,Open_Sea
cg24358846,Intergenic,chr8,Island
cg24359392,Intergenic,chr1,S_Shelf
cg24360137,Intergenic,chr6,S_Shore
cg24360241,Intergenic,chr2,S_Shelf
cg24362026,Intergenic,chr7,Open_Sea
cg24363020,Intergenic,chr3,S_Shelf
cg24369185,Intergenic,chr6,Island
cg24372299,Intergenic,*,Open_Sea
cg24375470,Intergenic,chr2,Open_Sea
cg24377437,Intergenic,chr6,Open_Sea
cg24377495,Intergenic,chr19,Island
cg24378073,Intergenic,chrX,N_Shore
cg24378227,Intergenic,chr6,S_Shelf
cg24378559,Intergenic,chr7,Open_Sea
cg24379742,Intergenic,chr3,S_Shelf
cg24380207,Intergenic,chr7,Open_Sea
cg24383344,Intergenic,chrX,Island
cg24387800,Intergenic,*,Open_Sea
cg24390428,Intergenic,chr17,S_Shore
cg24390913,Intergenic,chr10,Island
cg24390965,Intergenic,chr12,Island
cg24392646,Intergenic,chr7,Island
cg24395855,Intergenic,chrX,S_Shore
cg24398258,Intergenic,chr20,N_Shore
cg24399430,Intergenic,chr19,Island
cg24402151,Intergenic,chr11,Open_Sea
cg24402332,Intergenic,chr19,N_Shelf
cg24405567,Intergenic,chr15,Open_Sea
cg24405951,Intergenic,chr1,Open_Sea
cg24406240,Intergenic,chr11,Open_Sea
cg24407086,Intergenic,chr2,Open_Sea
cg24408656,Intergenic,chr20,Island
cg24412662,Intergenic,chr1,Open_Sea
cg24415066,Intergenic,chr4,N_Shore
cg24415688,Intergenic,chr13,Open_Sea
cg24415728,Intergenic,chr8,S_Shore
cg24416660,Intergenic,chr17,Open_Sea
cg24426232,Intergenic,chr17,Open_Sea
cg24426483,Intergenic,chr2,Open_Sea
cg24427895,Intergenic,chr11,Open_Sea
cg24428325,Intergenic,chr6,Open_Sea
cg24431879,Intergenic,chr4,Open_Sea
cg24433667,Intergenic,chr4,Open_Sea
cg24434350,Intergenic,chr7,Island
cg24434800,Intergenic,chr1,N_Shore
cg24435879,Intergenic,chr7,Island
cg24437715,Intergenic,chr2,Island
cg24438354,Intergenic,chr12,Open_Sea
cg24439401,Intergenic,chr3,Open_Sea
cg24439686,Intergenic,chr17,Open_Sea
cg24439713,Intergenic,chr1,Island
cg24446417,Intergenic,chr1,Open_Sea
cg24448171,Intergenic,chr15,Open_Sea
cg24449091,Intergenic,chr1,Open_Sea
cg24452128,Intergenic,chr6,Island
cg24452602,Intergenic,chr7,N_Shelf
cg24453699,Intergenic,chr1,Island
cg24455158,Intergenic,chr7,Open_Sea
cg24456130,Intergenic,chr10,Island
cg24456846,Intergenic,chr9,N_Shore
cg24459147,Intergenic,chr21,Island
cg24459498,Intergenic,chr1,N_Shelf
cg24462001,Intergenic,chr1,Open_Sea
cg24465224,Intergenic,chr8,Open_Sea
cg24465329,Intergenic,chr2,Open_Sea
cg24465935,Intergenic,chr6,Open_Sea
cg24466939,Intergenic,chr10,Open_Sea
cg24469980,Intergenic,chr1,Island
cg24474037,Intergenic,chr8,Open_Sea
cg24475598,Intergenic,chr2,Open_Sea
cg24479859,Intergenic,chr13,Open_Sea
cg24481376,Intergenic,*,Open_Sea
cg24482246,Intergenic,chr17,N_Shelf
cg24482747,Intergenic,chr12,N_Shelf
cg24489983,Intergenic,chr8,Island
cg24491328,Intergenic,chr12,Open_Sea
cg24493558,Intergenic,chr4,S_Shore
cg24495585,Intergenic,chr4,Island
cg24496154,Intergenic,chr15,N_Shore
cg24498760,Intergenic,chr8,N_Shore
cg24501020,Intergenic,chr10,Open_Sea
cg24501177,Intergenic,chr15,Open_Sea
cg24503056,Intergenic,chr1,Island
cg24504194,Intergenic,chr6,Open_Sea
cg24504349,Intergenic,chr4,Open_Sea
cg24504591,Intergenic,chr7,Island
cg24504927,Intergenic,chr12,Open_Sea
cg24505892,Intergenic,chr10,Island
cg24517686,Intergenic,chr1,S_Shore
cg24519413,Intergenic,chr1,Island
cg24520862,Intergenic,chr11,N_Shelf
cg24522654,Intergenic,chr12,Open_Sea
cg24524057,Intergenic,chr10,Island
cg24525176,Intergenic,chr1,Island
cg24525395,Intergenic,chr2,Open_Sea
cg24525540,Intergenic,chr4,Open_Sea
cg24525988,Intergenic,chr4,Open_Sea
cg24526760,Intergenic,chr5,Open_Sea
cg24527098,Intergenic,chr6,Open_Sea
cg24527382,Intergenic,chr2,Open_Sea
cg24527636,Intergenic,chr1,Open_Sea
cg24530432,Intergenic,chr4,Island
cg24530460,Intergenic,chr14,Island
cg24531955,Intergenic,chr8,Open_Sea
cg24532743,Intergenic,*,Open_Sea
cg24535643,Intergenic,chr1,Open_Sea
cg24536244,Intergenic,chr11,Open_Sea
cg24537688,Intergenic,chr2,Open_Sea
cg24540066,Intergenic,chr1,Open_Sea
cg24540114,Intergenic,chr7,Island
cg24541021,Intergenic,chr2,N_Shore
cg24541378,Intergenic,chr10,S_Shelf
cg24543255,Intergenic,chr11,Island
cg24545315,Intergenic,chr6,S_Shore
cg24547184,Intergenic,chr6,Open_Sea
cg24547910,Intergenic,chr4,Open_Sea
cg24549277,Intergenic,chr6,N_Shelf
cg24549912,Intergenic,chr5,N_Shelf
cg24555906,Intergenic,chr10,N_Shelf
cg24557027,Intergenic,chr4,Open_Sea
cg24558188,Intergenic,chr22,S_Shore
cg24558378,Intergenic,chr1,Open_Sea
cg24560678,Intergenic,chr5,Open_Sea
cg24561305,Intergenic,chr13,Open_Sea
cg24561419,Intergenic,chr5,S_Shore
cg24562081,Intergenic,chr5,Open_Sea
cg24563197,Intergenic,chr2,N_Shore
cg24563703,Intergenic,chr4,Open_Sea
cg24567600,Intergenic,chr7,Island
cg24569447,Intergenic,chr15,Island
cg24570303,Intergenic,chr10,S_Shore
cg24571086,Intergenic,chr10,S_Shelf
cg24577369,Intergenic,chr2,Open_Sea
cg24579373,Intergenic,chr1,N_Shore
cg24579589,Intergenic,chr1,Open_Sea
cg24579604,Intergenic,chr10,Open_Sea
cg24585422,Intergenic,chr5,Open_Sea
cg24586685,Intergenic,chr3,Open_Sea
cg24587080,Intergenic,chr6,Open_Sea
cg24587297,Intergenic,chr2,Open_Sea
cg24588137,Intergenic,*,Open_Sea
cg24589292,Intergenic,chr7,S_Shelf
cg24591573,Intergenic,chr1,Open_Sea
cg24592500,Intergenic,chr1,Open_Sea
cg24592576,Intergenic,chr12,S_Shore
cg24592790,Intergenic,chr8,Island
cg24592892,Intergenic,chr12,Open_Sea
cg24593552,Intergenic,chr5,Open_Sea
cg24598158,Intergenic,chr1,S_Shelf
cg24598190,Intergenic,chr1,Open_Sea
cg24598316,Intergenic,chr5,N_Shore
cg24600706,Intergenic,chr10,S_Shore
cg24601327,Intergenic,chr1,Open_Sea
cg24605325,Intergenic,chr2,S_Shelf
cg24608087,Intergenic,chrX,N_Shore
cg24610044,Intergenic,chr1,Open_Sea
cg24611709,Intergenic,chr7,S_Shelf
cg24613691,Intergenic,chr5,Island
cg24613798,Intergenic,chr3,Open_Sea
cg24617504,Intergenic,chr7,Island
cg24618169,Intergenic,chr2,Open_Sea
cg24618387,Intergenic,chr13,S_Shelf
cg24621684,Intergenic,chr7,Open_Sea
cg24625984,Intergenic,chr10,Open_Sea
cg24627789,Intergenic,chr8,N_Shelf
cg24628394,Intergenic,chr6,N_Shore
cg24629356,Intergenic,chr1,Open_Sea
cg24629424,Intergenic,chr6,Open_Sea
cg24631845,Intergenic,chr7,Open_Sea
cg24632873,Intergenic,chr3,Open_Sea
cg24635112,Intergenic,chr13,N_Shelf
cg24635971,Intergenic,chr8,Open_Sea
cg24638828,Intergenic,chr7,S_Shelf
cg24641276,Intergenic,chr5,Island
cg24641302,Intergenic,chr1,Island
cg24642825,Intergenic,chr15,Open_Sea
cg24643393,Intergenic,chr7,Open_Sea
cg24643706,Intergenic,chr6,S_Shore
cg24644551,Intergenic,chr6,N_Shore
cg24645671,Intergenic,chr7,Open_Sea
cg24655087,Intergenic,chr15,Open_Sea
cg24655706,Intergenic,chr7,Open_Sea
cg24656596,Intergenic,chr5,Open_Sea
cg24657347,Intergenic,chr2,Open_Sea
cg24658517,Intergenic,chr1,Island
cg24659037,Intergenic,chr6,S_Shore
cg24660670,Intergenic,chr1,Island
cg24661016,Intergenic,chr5,N_Shelf
cg24663338,Intergenic,chr1,S_Shelf
cg24665368,Intergenic,chr8,S_Shelf
cg24669449,Intergenic,chr1,Open_Sea
cg24670000,Intergenic,chr17,S_Shelf
cg24670219,Intergenic,chr8,N_Shore
cg24672173,Intergenic,chr3,Island
cg24673605,Intergenic,chr3,S_Shelf
cg24674193,Intergenic,chr1,N_Shelf
cg24674302,Intergenic,chr2,Open_Sea
cg24674368,Intergenic,chr14,Open_Sea
cg24676346,Intergenic,chr6,S_Shore
cg24676817,Intergenic,chr5,Island
cg24680129,Intergenic,chr12,Open_Sea
cg24680570,Intergenic,chr1,Open_Sea
cg24681125,Intergenic,chr2,N_Shelf
cg24681963,Intergenic,chr2,N_Shore
cg24682723,Intergenic,chr2,Open_Sea
cg24683041,Intergenic,chr14,Open_Sea
cg24683293,Intergenic,chr3,Open_Sea
cg24684807,Intergenic,chr6,S_Shore
cg24685028,Intergenic,chr13,Open_Sea
cg24686551,Intergenic,chr3,Open_Sea
cg24686644,Intergenic,chr2,Open_Sea
cg24686918,Intergenic,chr1,Open_Sea
cg24687652,Intergenic,chr17,Open_Sea
cg24687655,Intergenic,chr13,Open_Sea
cg24689119,Intergenic,chr4,Open_Sea
cg24691854,Intergenic,chrX,Island
cg24692555,Intergenic,chr13,S_Shore
cg24693072,Intergenic,*,Open_Sea
cg24693551,Intergenic,chr6,Open_Sea
cg24698174,Intergenic,chr1,Island
cg24700462,Intergenic,chr13,N_Shore
cg24700485,Intergenic,chr15,S_Shelf
cg24700823,Intergenic,chr15,Open_Sea
cg24700929,Intergenic,chr12,S_Shelf
cg24702918,Intergenic,*,Open_Sea
cg24703336,Intergenic,chr12,Open_Sea
cg24704287,Intergenic,chr19,N_Shore
cg24706992,Intergenic,chr1,Open_Sea
cg24707416,Intergenic,chr7,Island
cg24707486,Intergenic,chr14,Island
cg24708006,Intergenic,chr6,Island
cg24708097,Intergenic,chr7,Open_Sea
cg24710179,Intergenic,chr11,N_Shore
cg24717061,Intergenic,chr10,S_Shore
cg24717325,Intergenic,chr6,S_Shelf
cg24717695,Intergenic,chr7,N_Shore
cg24718617,Intergenic,chr1,Open_Sea
cg24718964,Intergenic,chr2,S_Shore
cg24719726,Intergenic,chr5,Open_Sea
cg24721789,Intergenic,chr1,Open_Sea
cg24722577,Intergenic,chr5,Open_Sea
cg24724567,Intergenic,chr11,Open_Sea
cg24725789,Intergenic,chr10,N_Shore
cg24728698,Intergenic,chr15,Open_Sea
cg24729221,Intergenic,chr7,N_Shore
cg24730705,Intergenic,chr10,S_Shore
cg24734254,Intergenic,chr1,Open_Sea
cg24734347,Intergenic,chr22,Island
cg24736935,Intergenic,chr5,S_Shore
cg24740218,Intergenic,chr12,Open_Sea
cg24740404,Intergenic,chr14,Open_Sea
cg24741744,Intergenic,chr18,N_Shelf
cg24746938,Intergenic,chr2,Open_Sea
cg24750539,Intergenic,chr11,Open_Sea
cg24752267,Intergenic,chr20,S_Shore
cg24756378,Intergenic,chr14,N_Shore
cg24757160,Intergenic,chr11,N_Shelf
cg24757926,Intergenic,chr3,Open_Sea
cg24757978,Intergenic,chr3,Open_Sea
cg24761597,Intergenic,chr14,N_Shelf
cg24761668,Intergenic,chr2,Open_Sea
cg24762932,Intergenic,chr10,N_Shore
cg24764102,Intergenic,chr19,S_Shore
cg24765360,Intergenic,chr2,N_Shore
cg24766327,Intergenic,chr10,Open_Sea
cg24767382,Intergenic,chr4,S_Shelf
cg24767519,Intergenic,chr14,Open_Sea
cg24767540,Intergenic,chr10,Island
cg24767956,Intergenic,chr3,Island
cg24768243,Intergenic,chr6,Island
cg24770798,Intergenic,chr2,Open_Sea
cg24771877,Intergenic,chr12,Open_Sea
cg24773418,Intergenic,chr14,Island
cg24773532,Intergenic,chr5,Open_Sea
cg24773770,Intergenic,chr12,N_Shelf
cg24774357,Intergenic,chr14,Open_Sea
cg24779170,Intergenic,chr15,Open_Sea
cg24779222,Intergenic,chr10,S_Shore
cg24779831,Intergenic,chr2,Open_Sea
cg24789348,Intergenic,chr10,Island
cg24790356,Intergenic,chr6,Open_Sea
cg24792289,Intergenic,chr5,Island
cg24794052,Intergenic,chr10,Open_Sea
cg24797724,Intergenic,chrX,N_Shelf
cg24798826,Intergenic,chr12,N_Shore
cg24798956,Intergenic,chr10,Open_Sea
cg24800146,Intergenic,chrX,N_Shelf
cg24802745,Intergenic,chr4,S_Shore
cg24803391,Intergenic,chr7,Open_Sea
cg24803719,Intergenic,chr17,Island
cg24806371,Intergenic,*,Open_Sea
cg24807547,Intergenic,chr6,S_Shore
cg24811069,Intergenic,chr8,Open_Sea
cg24813038,Intergenic,chr4,Island
cg24819471,Intergenic,chr11,Open_Sea
cg24821307,Intergenic,chr3,Open_Sea
cg24823222,Intergenic,chr10,Open_Sea
cg24823764,Intergenic,chr8,Open_Sea
cg24824178,Intergenic,chr5,S_Shore
cg24827357,Intergenic,chr3,Open_Sea
cg24831725,Intergenic,chr20,Open_Sea
cg24833737,Intergenic,chr8,S_Shore
cg24833819,Intergenic,chr5,Island
cg24838237,Intergenic,chr11,Open_Sea
cg24843346,Intergenic,chr8,S_Shore
cg24845175,Intergenic,chr10,Open_Sea
cg24846199,Intergenic,chr7,Island
cg24850139,Intergenic,chr12,N_Shore
cg24850580,Intergenic,chr10,Island
cg24852319,Intergenic,chr6,Open_Sea
cg24854435,Intergenic,*,Open_Sea
cg24854704,Intergenic,chr5,S_Shore
cg24859316,Intergenic,chr1,N_Shore
cg24859433,Intergenic,chr6,Open_Sea
cg24860560,Intergenic,chr8,S_Shelf
cg24862510,Intergenic,chr1,Island
cg24865270,Intergenic,chr6,Island
cg24868150,Intergenic,chr2,N_Shelf
cg24870231,Intergenic,chr1,Open_Sea
cg24870340,Intergenic,chr6,N_Shelf
cg24871798,Intergenic,chr6,N_Shore
cg24871887,Intergenic,chr9,Island
cg24873562,Intergenic,chr10,Island
cg24874350,Intergenic,chr20,Island
cg24874602,Intergenic,chr4,Open_Sea
cg24876368,Intergenic,chr10,S_Shelf
cg24877616,Intergenic,chr13,S_Shore
cg24878374,Intergenic,chr17,N_Shelf
cg24879087,Intergenic,chr10,Open_Sea
cg24879782,Intergenic,chr2,Island
cg24880736,Intergenic,chr7,N_Shore
cg24881334,Intergenic,chr17,Open_Sea
cg24882551,Intergenic,chr4,Island
cg24882709,Intergenic,chr10,Open_Sea
cg24883265,Intergenic,chr1,Open_Sea
cg24884703,Intergenic,chr1,Island
cg24886076,Intergenic,chr1,Open_Sea
cg24886414,Intergenic,*,Open_Sea
cg24886597,Intergenic,*,Open_Sea
cg24888170,Intergenic,*,Open_Sea
cg24888352,Intergenic,chr10,Open_Sea
cg24892966,Intergenic,chr6,Open_Sea
cg24900542,Intergenic,chr6,S_Shelf
cg24903497,Intergenic,chr2,Open_Sea
cg24903887,Intergenic,chr19,Island
cg24913794,Intergenic,chr2,Open_Sea
cg24914545,Intergenic,chr19,Island
cg24915592,Intergenic,chr13,Open_Sea
